,title, salary, cop_name, cop_info, exprence, tags, welfare
732, Tianjin·Hedong District·Shanghang Road, 5-8K, distance education, Training institutions do not need to finance 0-20 people, Current/Fresh College, python," Communication allowance, year-end bonus, holiday benefits, employee travel, meal allowance, regular physical examination, paid annual leave, five social insurances and one housing fund, attendance bonus"
733, Shenzhen Nanshan District University Town, 20-40K, Optimum, Intelligent hardware C round 1000-9999 people, 3-5 years undergraduate, python,"Five insurances and one housing fund, regular physical examination, supplementary medical insurance"
734," Beijing, Haidian District, Northwest Wang", 15-25K, Goldstein, Computer software A round 20-99 people, 1-3 years undergraduate, distributed technology," Year-end bonus, five insurances and one housing fund, holiday benefits, overtime allowance, paid annual leave"
735, Shanghai Pudong New Area Cambridge, 6-10K, Matt Raj, Mechanical equipment/electromechanical/heavy industry unfinanced 20-99 people, Experience is not limited to college, MySQL," Employee travel, year-end bonus, transportation subsidy, five insurances and one housing fund, paid annual leave, afternoon tea with snacks, holiday benefits"
736, Chongqing·Yubei District·Fortune Center, 8-13K, fly, Trade/Import 0-20 people, 1-3 years undergraduate, Quantitative trading,
737, Xi'an Yanta District High-tech Software Park, 16-25K 14 salary, Huawei," Computer software does not require financing for more than 10,000 people", Unlimited undergraduate experience, Java," Supplementary medical insurance, five social insurances and one housing fund, meal allowance, regular physical examination, holiday benefits, stock options, employee travel, afternoon tea with snacks, year-end bonus, overtime allowance"
738, Guangzhou·Tianhe District·Tangxia,12-18K·13 Salary, Excellent Speed Technology, Games 20-99 people, Unlimited undergraduate experience, python," Afternoon tea with snacks, stock options, year-end bonus, holiday benefits, five social insurances and one housing fund, employee travel, free food, paid annual leave, meal allowance"
739, Beijing · Shunyi District · Houshayu, 150-300 yuan/day, Ruia Education, Online education does not require financing for 100-499 people, 4 days/week 3 months undergraduate, python," Regular physical examination, supplementary medical insurance, stock options, full attendance bonus, five insurances and one housing fund, year-end bonus"
740, Xi'an Yanta District High-tech Software Park, 20-30K 14 salary," Huawei Technologies Co., Ltd"," Computer software does not require financing for more than 10,000 people", 5-10 years undergraduate, python," Five insurances and one housing fund, year-end bonus, free shuttle bus, overtime allowance, termination compensation, full attendance bonus, snack afternoon tea, supplementary medical insurance, communication allowance, transportation allowance, meal allowance, stock option, regular medical examination, paid annual leave, holiday benefits, Employee travel, housing allowance"
741, Chengdu, 13-25K·13 Salary, this technology, E-commerce A round 100-499 people, 3-5 years junior college,distributed technology," Paid annual leave, holiday benefits, five social insurances and one housing fund"
742," Yantai, Laishan District, University Town", 3-4K, Yantai Julong Culture Media..., Training institutions 0-20 people, Unlimited undergraduate experience, Windows,
743, Shanghai·Pudong New Area·Sanlin, 12-24K, Red Chain Technology, Fund 0-20 people, Unlimited undergraduate experience, software engineer,
744, Shenzhen Nanshan District Nanyou, 20-35K 15 salary, Watson, Mobile Internet does not require financing for 100-499 people, 3-5 years undergraduate, container technology,
745," Beijing, Haidian District, Shangdi", 20-40K 14 salary, Weibo, 1000-9999 people have been listed on the Internet, 3-5 years undergraduate, Linux," Year-end bonus, five insurances and one housing fund, holiday benefits, paid annual leave, meal allowance, supplementary medical insurance, free shuttle bus, regular physical examination"
746, Beijing · Haidian District · Wanshou Road, 11-20K, Ander Medical Intelligence, Medical and health A round 100-499 people, Experience is not limited to college, container technology,"Stock options, afternoon tea with snacks, year-end bonus, five insurances and one housing fund, communication allowance, overtime allowance, food package, paid annual leave, transportation allowance"
747, Chengdu·Pidu District·High-tech West, 15-30K, Huawei Cheng Research Institute," Computer software does not require financing for more than 10,000 people", Unlimited undergraduate experience, Java," Stock options, afternoon tea with snacks, regular physical examination, holiday benefits, overtime allowance, five social insurances and one housing fund, year-end bonus, employee travel"
748, Shanghai Pudong New Area Jinqiao, 15-30K 15 salary," Huawei Technologies Co., Ltd"," Computer software does not require financing for more than 10,000 people", Unlimited undergraduate experience, Algorithm Fundamentals," Overtime allowance, five insurances and one housing fund, free shuttle bus, employee travel, paid annual leave, afternoon tea with snacks, housing allowance, supplementary medical insurance, attendance bonus, stock option, year-end bonus, communication allowance, transportation allowance, termination compensation, meal allowance, Regular physical examination, holiday benefits"
749, Shenzhen · Longgang District · Bantian, 12-24K·14 salary," Huawei Technologies Co., Ltd"," Computer software does not require financing for more than 10,000 people", Unlimited undergraduate experience, python,"Communication allowance, year-end bonus, housing allowance, paid annual leave, supplementary medical insurance, transportation allowance, meal allowance, regular physical examination, overtime allowance, employee travel, holiday benefits, free shuttle bus, stock option, severance compensation, full attendance bonus, five insurances and one Kim, Snacks Afternoon Tea"
750, Nanchang·Honggutan District·Honggutan, 7-12K, Beijing Tongcheng Tongmei," Training institutions have listed more than 10,000 people", Unlimited undergraduate experience, Java," Holiday benefits, paid annual leave, overtime allowance, afternoon tea with snacks, housing allowance, meal allowance, transportation allowance, stock options, five insurances and one housing fund"
751, Shanghai · Yangpu District · Wujiaochang, 10-15K, Qianpu Investment, Investment/financing does not require financing for 20-99 people, 1-3 years undergraduate, python," Five social insurances and one housing fund, afternoon tea with snacks, year-end bonus, employee travel, holiday benefits"
752, Nanning·Qingxiu District·Qingxiu Wanda, 5-10K, digital network, Internet unfinanced 20-99 people, 3-5 years of education is not limited, Web crawler technology," Holiday benefits, paid annual leave, full attendance bonus, meal allowance, transportation allowance, five social insurances and one housing fund, year-end bonus"
753,Wuhan·Wuchang District·Han Street, 10-15K, Let's create the world, Training institutions have not financed 100-499 people, 1-3 years undergraduate, educational institution," Afternoon tea with snacks, holiday benefits, employee travel, transportation subsidies, communication subsidies, paid annual leave, five social insurances and one housing fund"
754, Ningbo·Haishu District·Drum Tower, 7-12K·14 salary, good future," More than 10,000 people have been listed on the Internet", Unlimited undergraduate experience, primary education," Meal allowance, house purchase benefits, full attendance bonus, year-end bonus, regular physical examination, five insurances and one housing fund, paid annual leave, commercial insurance, supplementary medical insurance, holiday benefits, irregular training"
